time,R,G,B
0,237.85,0.0,0.0
36,237.918,0.0,0.0
63,237.779,0.0,0.0
97,237.374,0.0,0.0
145,237.066,0.0,0.0
175,237.031,0.0,0.0
197,237.17,0.0,0.0
244,237.284,0.0,0.0
272,237.358,0.0,0.0
300,237.451,0.0,0.0
340,237.443,0.0,0.0
375,237.355,0.0,0.0
408,237.414,0.0,0.0
432,237.466,0.0,0.0
468,237.524,0.0,0.0
511,237.565,0.0,0.0
532,237.586,0.0,0.0
567,237.627,0.0,0.0
607,237.612,0.0,0.0
640,237.591,0.0,0.0
677,237.589,0.0,0.0
710,237.564,0.0,0.0
735,237.383,0.0,0.0
779,237.032,0.0,0.0
809,236.913,0.0,0.0
838,237.005,0.0,0.0
875,237.134,0.0,0.0
907,237.194,0.0,0.0
936,237.159,0.0,0.0
985,237.121,0.0,0.0
1009,237.1,0.0,0.0
1036,237.037,0.0,0.0
1063,237.071,0.0,0.0
1109,237.146,0.0,0.0
1158,237.134,0.0,0.0
1172,237.179,0.0,0.0
1211,237.255,0.0,0.0
1229,237.33,0.0,0.0
1261,237.349,0.0,0.0
1296,237.396,0.0,0.0
1331,237.324,0.0,0.0
1364,237.256,0.0,0.0
1396,237.123,0.0,0.0
1437,236.779,0.0,0.0
1466,236.679,0.0,0.0
1497,236.664,0.0,0.0
1530,236.75,0.0,0.0
1566,236.794,0.0,0.0
1599,236.937,0.0,0.0
1635,236.981,0.0,0.0
1666,236.981,0.0,0.0
1698,236.952,0.0,0.0
1732,237.024,0.0,0.0
1766,237.129,0.0,0.0
1800,237.226,0.0,0.0
1836,237.244,0.0,0.0
1861,237.296,0.0,0.0
1904,237.344,0.0,0.0
1929,237.433,0.0,0.0
1962,237.48,0.0,0.0
2002,237.524,0.0,0.0
2030,237.567,0.0,0.0
2072,237.423,0.0,0.0
2106,237.119,0.0,0.0
2133,237.017,0.0,0.0
2175,237.034,0.0,0.0
2206,237.174,0.0,0.0
2233,237.293,0.0,0.0
2271,237.424,0.0,0.0
2299,237.46,0.0,0.0
2339,237.43,0.0,0.0
2373,237.333,0.0,0.0
2405,237.361,0.0,0.0
2439,237.372,0.0,0.0
2473,237.347,0.0,0.0
2506,237.364,0.0,0.0
2541,237.434,0.0,0.0
2574,237.511,0.0,0.0
2610,237.591,0.0,0.0
2641,237.544,0.0,0.0
2675,237.573,0.0,0.0
2709,237.648,0.0,0.0
2742,237.736,0.0,0.0
2776,237.83,0.0,0.0
2804,237.69,0.0,0.0
