time,R,G,B
12532,213.582,1.5,22.068
12565,213.611,1.526,22.045
12599,213.708,1.563,22.123
12632,213.995,1.697,22.405
12665,214.114,1.804,22.526
12699,214.169,1.877,22.598
12732,214.532,2.066,22.961
12765,215.332,2.518,23.7
12799,215.183,2.433,23.372
12832,215.909,1.78,23.159
12865,220.677,1.628,24.551
12899,224.124,1.566,25.443
12932,225.206,1.515,25.848
12965,226.081,1.54,26.292
12999,227.218,1.721,27.029
13032,228.522,1.783,27.626
13065,230.485,2.33,28.805
13099,231.631,2.999,29.773
13132,232.109,3.578,30.471
13165,232.546,4.203,31.014
13199,232.982,4.91,31.625
13232,233.283,5.47,32.073
13265,233.537,5.926,32.4
13299,234.034,6.626,33.003
13332,235.001,7.937,34.205
13365,235.539,8.616,34.682
13399,236.019,9.36,35.238
13432,236.563,10.179,35.847
13465,236.79,10.466,35.945
13499,237.063,10.844,36.165
13532,238.13,12.793,37.805
13565,238.214,12.823,37.532
13599,238.392,13.164,37.667
13632,238.293,13.089,37.398
13665,238.05,13.018,37.134
13699,238.069,13.468,37.488
13732,238.34,14.207,38.116
13765,238.478,14.609,38.387
13799,238.679,15.164,38.81
13832,238.794,15.467,38.96
13865,238.998,16.101,39.412
13899,239.292,16.871,39.943
13932,239.406,17.262,40.07
13965,239.509,17.62,40.253
13999,239.435,17.438,40.007
14032,239.346,17.221,39.836
14065,239.373,17.196,39.849
14099,239.393,17.183,39.878
14132,239.414,17.122,39.888
14165,239.553,17.401,40.18
14199,239.651,17.537,40.281
14232,239.66,17.481,40.207
14265,239.71,17.445,40.192
14298,239.695,17.301,40.045
14332,239.496,16.903,39.627
14365,239.236,16.537,39.291
14398,239.075,16.284,39.104
14432,238.863,15.916,38.85
14465,238.859,15.904,38.984
14498,238.805,15.79,38.974
14532,238.768,15.659,38.914
14565,238.609,15.249,38.627
14598,238.58,15.032,38.581
14632,238.706,15.152,38.794
14665,238.828,15.325,38.95
14698,238.972,15.529,39.101
14732,239.043,15.521,39.082
14765,239.05,15.337,38.932
14798,239.036,15.111,38.783
14832,239.054,14.991,38.741
14865,239.112,14.963,38.764
14898,239.108,14.776,38.63
14932,239.274,15.18,39.015
14965,239.295,15.118,38.891
14998,238.978,14.435,38.226
15032,238.506,13.641,37.534
15065,238.201,13.305,37.31
15098,238.107,13.239,37.359
15132,238.164,13.426,37.622
15165,238.155,13.408,37.603
15198,238.139,13.382,37.579
15232,238.105,13.325,37.531
15265,238.009,13.139,37.331
15298,237.878,12.874,37.12
15332,237.885,12.81,37.148
15365,237.949,12.833,37.25
15398,238.023,12.88,37.329
15432,238.076,12.88,37.342
15465,238.089,12.813,37.3
15498,238.163,12.909,37.395
15532,238.203,12.982,37.45
15565,238.256,13.006,37.48
15598,238.294,12.996,37.463
15632,238.173,12.687,37.19
15665,238.062,12.486,37.034
15698,237.931,12.331,36.887
15732,237.716,12.081,36.662
15765,237.554,11.866,36.518
15798,237.65,11.967,36.751
15832,237.728,11.982,36.894
15865,237.708,11.83,36.885
15898,237.82,11.982,37.167
15932,237.997,12.299,37.527
15965,238.307,12.944,38.115
15998,238.54,13.458,38.494
16032,238.587,13.69,38.549
16065,238.638,13.854,38.598
16098,238.663,13.883,38.577
16132,238.639,13.786,38.487
16165,238.615,13.645,38.368
16198,238.616,13.561,38.323
16232,238.637,13.598,38.397
16265,238.642,13.521,38.369
16298,238.601,13.4,38.259
16332,238.525,13.191,38.104
16365,238.406,12.928,37.876
16398,238.104,12.494,37.432
16432,237.823,12.218,37.172
16465,237.679,12.153,37.168
16498,237.584,12.039,37.116
16532,237.569,12.011,37.145
16565,237.614,12.117,37.304
16598,237.661,12.158,37.36
16632,237.624,12.068,37.281
16665,237.597,12.023,37.248
16698,237.587,12.031,37.238
16732,237.678,12.246,37.425
16765,237.803,12.496,37.628
16798,237.828,12.512,37.602
16831,237.816,12.475,37.536
16865,237.85,12.497,37.544
16898,237.874,12.493,37.511
16931,237.861,12.421,37.406
16965,237.857,12.387,37.358
16998,237.852,12.31,37.267
17031,237.876,12.275,37.223
17065,237.76,12.063,36.982
17098,237.497,11.725,36.603
17131,237.081,11.285,36.121
17165,236.9,11.228,36.077
17198,236.878,11.262,36.152
17231,236.87,11.261,36.163
17265,236.903,11.263,36.203
17298,236.862,11.125,36.116
17331,236.771,10.956,35.974
17365,236.774,10.982,36.001
17398,236.708,10.89,35.895
17431,236.656,10.841,35.859
17465,236.76,11.05,36.097
17498,236.916,11.311,36.349
17531,237.006,11.435,36.444
17565,237.054,11.507,36.487
17598,237.047,11.485,36.434
17631,236.992,11.369,36.306
17665,236.86,11.141,36.077
17698,236.706,10.923,35.883
17731,236.632,10.87,35.871
17765,236.51,10.777,35.775
17798,236.42,10.731,35.73
17831,236.245,10.548,35.519
17865,235.914,10.235,35.15
17898,235.743,10.132,35.042
17931,235.884,10.35,35.323
17965,235.957,10.458,35.436
17998,235.865,10.407,35.365
18031,235.816,10.4,35.364
18065,235.892,10.599,35.556
18098,235.866,10.612,35.526
18131,235.738,10.507,35.369
18165,235.539,10.29,35.096
18198,235.45,10.193,35.002
18231,235.489,10.168,35.02
18265,235.783,10.4,35.332
18298,236.014,10.491,35.466
18331,236.07,10.454,35.399
18365,235.949,10.37,35.262
18398,236.012,10.593,35.498
18431,236.028,10.61,35.529
18465,235.987,10.494,35.457
18498,236.081,10.46,35.505
18531,236.318,10.636,35.749
18565,236.445,10.642,35.79
18598,236.575,10.741,35.896
18631,236.423,10.521,35.596
18665,236.012,10.178,35.157
18698,235.936,10.35,35.292
18731,235.944,10.517,35.417
18765,235.947,10.595,35.473
18798,235.972,10.589,35.482
18831,236.055,10.664,35.582
18865,236.21,10.831,35.758
18898,236.305,10.841,35.754
18931,236.247,10.714,35.585
18965,236.215,10.689,35.543
18998,236.09,10.555,35.375
19031,235.981,10.42,35.236
19065,235.917,10.382,35.199
19098,235.973,10.534,35.338
19131,236.067,10.758,35.548
19165,236.147,10.95,35.704
19198,236.145,10.977,35.67
19231,236.123,10.959,35.614
19265,236.25,11.058,35.698
19298,236.277,10.982,35.62
19331,236.215,10.819,35.455
19364,236.195,10.753,35.43
19398,236.295,10.775,35.54
19431,236.395,10.736,35.599
19464,236.455,10.692,35.591
19498,236.293,10.396,35.271
19531,236.07,10.229,35.072
19564,235.873,10.127,34.959
19598,235.857,10.229,35.095
19631,235.954,10.47,35.366
19664,236.075,10.647,35.512
19698,236.161,10.773,35.594
19731,236.152,10.704,35.478
19764,236.201,10.727,35.467
19798,236.363,10.986,35.708
19831,236.377,10.952,35.644
19864,236.412,11.007,35.691
19898,236.574,11.228,35.905
19931,236.695,11.377,36.045
19964,236.744,11.386,36.048
19998,236.728,11.328,35.948
20031,236.729,11.344,35.959
20064,236.713,11.384,35.969
20098,236.685,11.434,35.983
20131,236.568,11.363,35.86
20164,236.468,11.33,35.787
20198,236.544,11.417,35.867
20231,236.597,11.438,35.909
20264,236.847,11.684,36.2
20298,236.93,11.599,36.154
20331,236.913,11.441,36.013
20364,236.874,11.343,35.911
20398,236.503,10.958,35.436
20431,236.067,10.626,35.052
20464,235.946,10.657,35.156
20498,236.012,10.809,35.396
20531,235.968,10.787,35.408
20564,235.909,10.748,35.352
20598,235.951,10.815,35.433
20631,236.156,10.982,35.596
20664,236.139,10.833,35.421
20698,236.149,10.787,35.377
20731,236.202,10.781,35.442
20764,236.314,10.797,35.57
20798,236.6,11.025,35.898
20831,236.75,11.009,35.951
20864,236.872,11.019,35.984
20898,236.961,11.074,36.027
20931,236.888,10.935,35.851
20964,236.884,10.899,35.805
20998,236.878,10.894,35.8
21031,236.944,10.994,35.886
21064,237.119,11.284,36.158
21098,237.238,11.462,36.301
21131,237.225,11.399,36.192
21164,237.208,11.259,36.052
21198,237.182,11.168,36.001
21231,237.15,11.078,35.954
21264,237.007,10.928,35.775
21298,236.737,10.694,35.466
21331,236.561,10.666,35.404
21364,236.486,10.656,35.419
21398,236.509,10.71,35.522
21431,236.545,10.756,35.605
21464,236.438,10.542,35.389
21498,236.373,10.325,35.22
21531,236.287,10.108,35.051
21564,236.312,10.069,35.075
21598,236.306,9.975,35.025
21631,236.367,10.049,35.137
21664,236.413,10.094,35.168
21698,236.435,10.073,35.174
21731,236.559,10.175,35.317
21764,236.666,10.284,35.441
21798,236.749,10.369,35.517
21831,236.851,10.492,35.6
21864,236.927,10.592,35.653
21898,237.018,10.716,35.737
21931,236.994,10.628,35.629
21964,236.955,10.506,35.511
21997,236.914,10.433,35.459
22031,236.928,10.39,35.464
22064,236.933,10.344,35.461
22097,237.047,10.458,35.609
22131,237.148,10.511,35.684
22164,237.024,10.292,35.448
22197,236.781,10.071,35.149
22231,236.598,10.015,35.02
22264,236.569,10.095,35.106
22297,236.605,10.112,35.162
22331,236.663,10.132,35.229
22364,236.625,10.012,35.131
22397,236.579,9.819,34.976
22431,236.429,9.508,34.727
22464,236.371,9.395,34.705
22497,236.446,9.507,34.867
22531,236.633,9.707,35.14
22564,236.759,9.757,35.233
22597,236.928,9.896,35.425
22631,237.12,10.117,35.687
22664,237.315,10.329,35.939
22697,237.415,10.416,36.063
22731,237.402,10.312,35.967
22764,237.423,10.359,36.01
22797,237.528,10.553,36.191
22831,237.671,10.816,36.433
22864,237.68,10.766,36.324
22897,237.663,10.681,36.222
22931,237.606,10.47,36.061
22964,237.6,10.321,35.965
22997,237.447,9.977,35.678
23031,237.201,9.643,35.323
23064,236.887,9.389,35.009
23097,236.805,9.46,35.088
23131,236.85,9.592,35.261
23164,237.025,9.817,35.56
23197,237.179,9.967,35.736
23231,237.277,10.081,35.858
23264,237.387,10.278,36.034
23297,237.465,10.37,36.089
23331,237.456,10.438,36.098
23364,237.436,10.45,36.055
23397,237.362,10.332,35.892
23431,237.44,10.458,36.028
23464,237.497,10.535,36.099
23497,237.598,10.682,36.236
23531,237.68,10.798,36.325
23564,237.762,10.859,36.362
23597,237.851,10.901,36.387
23631,237.899,10.957,36.428
23664,237.92,11.041,36.451
23697,237.965,11.164,36.519
23731,238.033,11.323,36.619
23764,238.215,11.618,36.884
23797,238.35,11.765,36.964
23831,238.295,11.568,36.734
23864,238.062,11.234,36.334
23897,237.654,10.807,35.801
23931,237.378,10.685,35.626
23964,237.187,10.553,35.53
23997,237.152,10.504,35.571
24031,237.17,10.506,35.638
24064,237.096,10.37,35.522
24097,237.061,10.324,35.489
24131,237.091,10.342,35.56
24164,237.036,10.265,35.493
24197,237.005,10.229,35.468
24231,237.054,10.27,35.544
24264,237.093,10.259,35.559
24297,237.135,10.254,35.574
24331,237.157,10.253,35.607
24364,237.214,10.303,35.676
24397,237.292,10.339,35.726
24431,237.299,10.296,35.683
24464,237.272,10.206,35.603
24497,237.273,10.189,35.58
24531,237.242,10.085,35.486
24564,237.188,9.929,35.347
24597,237.123,9.79,35.243
24630,237.128,9.735,35.227
24664,237.103,9.626,35.139
24697,237.08,9.543,35.094
24730,236.806,9.185,34.666
24764,236.421,8.915,34.316
24797,236.174,8.86,34.227
24830,236.058,8.869,34.259
24864,236.015,8.819,34.28
24897,235.918,8.633,34.163
24930,235.826,8.475,34.072
24964,235.883,8.543,34.206
24997,236.0,8.655,34.377
25030,236.12,8.715,34.47
25064,236.351,8.941,34.702
25097,236.548,9.046,34.816
25130,236.752,9.138,34.92
25164,236.974,9.248,35.034
25197,237.113,9.232,35.028
25230,237.264,9.259,35.111
25264,237.377,9.254,35.11
25297,237.448,9.206,35.085
25330,237.418,9.046,34.961
25364,237.517,9.082,35.027
25397,237.563,9.12,35.07
25430,237.631,9.173,35.13
25464,237.701,9.215,35.169
25497,237.808,9.289,35.271
25530,237.937,9.374,35.382
25564,238.073,9.504,35.53
25597,238.193,9.602,35.613
25630,238.172,9.614,35.575
25664,237.97,9.447,35.251
25697,237.72,9.328,35.014
25730,237.677,9.427,35.089
25764,237.676,9.476,35.128
25797,237.69,9.524,35.148
25830,237.739,9.617,35.222
25864,237.771,9.614,35.212
25897,237.847,9.69,35.31
25930,237.896,9.711,35.313
25964,237.851,9.614,35.204
25997,237.838,9.571,35.155
26030,237.853,9.598,35.196
26064,237.901,9.588,35.201
26097,237.922,9.57,35.189
26130,237.99,9.573,35.233
26164,238.044,9.557,35.248
26197,238.129,9.591,35.305
26230,238.211,9.681,35.399
26264,238.28,9.747,35.466
26297,238.33,9.801,35.495
26330,238.422,9.905,35.602
26364,238.502,9.945,35.681
26397,238.528,9.906,35.66
26430,238.596,9.951,35.726
26464,238.695,10.018,35.809
26497,238.626,9.882,35.633
26530,238.369,9.6,35.246
26564,238.165,9.513,35.091
26597,238.105,9.564,35.115
26630,238.137,9.638,35.191
26664,238.178,9.666,35.249
26697,238.233,9.708,35.324
26730,238.312,9.761,35.416
26764,238.359,9.744,35.424
26797,238.36,9.687,35.392
26830,238.347,9.641,35.343
26864,238.36,9.681,35.367
26897,238.448,9.827,35.509
26930,238.556,10.008,35.679
26964,238.608,10.06,35.703
26997,238.688,10.133,35.79
27030,238.763,10.22,35.871
27063,238.815,10.328,35.973
27097,238.881,10.389,36.011
27130,238.938,10.475,36.082
27163,239.015,10.617,36.191
27197,239.047,10.611,36.155
27230,239.063,10.576,36.1
27263,239.086,10.557,36.112
27297,239.153,10.612,36.187
27330,239.216,10.68,36.263
27363,239.213,10.642,36.206
27397,238.933,10.266,35.736
27430,238.546,9.899,35.264
27463,238.334,9.876,35.203
27497,238.355,10.113,35.446
27530,238.425,10.326,35.66
27563,238.386,10.332,35.643
27597,238.242,10.171,35.43
27630,238.17,10.118,35.371
27663,238.214,10.152,35.414
27697,238.295,10.291,35.572
27730,238.26,10.292,35.519
27763,238.239,10.375,35.542
27797,238.248,10.508,35.648
27830,238.303,10.59,35.731
27863,238.386,10.631,35.783
27897,238.365,10.501,35.632
27930,238.376,10.494,35.65
27963,238.407,10.531,35.741
27997,238.6,10.79,36.04
28030,238.744,10.952,36.177
28063,238.741,10.938,36.105
28097,238.734,10.995,36.128
28130,238.772,11.162,36.249
28163,238.869,11.354,36.409
28197,238.961,11.495,36.502
28230,238.97,11.42,36.38
28263,239.033,11.453,36.409
28297,239.0,11.45,36.338
28330,238.768,11.293,36.03
28363,238.581,11.296,35.909
28397,238.592,11.532,36.101
28430,238.487,11.461,36.005
28463,238.379,11.28,35.849
28497,238.283,11.212,35.789
28530,238.272,11.265,35.872
28563,238.345,11.366,35.992
28597,238.314,11.219,35.86
28630,238.135,10.813,35.492
28663,237.892,10.381,35.096
28697,237.758,10.153,34.964
28730,237.749,10.105,35.032
28763,237.786,10.091,35.134
28797,237.859,10.085,35.221
28830,237.967,10.087,35.318
28863,237.985,10.037,35.32
28897,238.03,10.039,35.371
28930,238.082,10.134,35.474
28963,238.184,10.322,35.666
28997,238.155,10.354,35.65
29030,238.156,10.38,35.648
29063,238.214,10.573,35.829
29097,238.277,10.705,35.938
29130,238.329,10.741,35.939
29163,238.407,10.821,35.985
29197,238.371,10.776,35.867
29230,238.126,10.474,35.42
29263,237.786,10.217,35.026
29297,237.534,10.104,34.837
29330,237.508,10.226,34.991
29363,237.523,10.258,35.068
29397,237.373,10.018,34.834
29430,237.114,9.665,34.474
29463,237.044,9.55,34.449
29497,237.144,9.72,34.686
29530,237.347,10.047,35.036
29563,237.609,10.432,35.436
29596,237.84,10.773,35.726
29630,237.912,10.905,35.754
29663,237.873,10.818,35.584
29696,237.774,10.654,35.385
29730,237.8,10.658,35.371
29763,237.857,10.733,35.445
29796,237.843,10.701,35.386
29830,237.867,10.624,35.321
29863,237.983,10.67,35.433
29896,238.01,10.659,35.435
29930,237.972,10.587,35.381
29963,237.897,10.417,35.276
29996,237.864,10.199,35.153
30030,237.917,10.165,35.218
30063,238.069,10.322,35.442
30096,238.02,10.245,35.32
30130,237.773,10.023,34.994
30163,237.653,10.004,34.926
30196,237.614,10.038,34.96
30230,237.632,10.066,35.032
30263,237.588,10.002,34.958
30296,237.655,10.11,35.067
30330,237.754,10.194,35.152
30363,237.802,10.165,35.105
30396,237.743,10.057,34.995
30430,237.71,10.033,34.959
30463,237.743,10.146,35.071
30496,237.703,10.132,35.052
30530,237.711,10.177,35.059
30563,237.717,10.172,35.044
30596,237.748,10.207,35.076
30630,237.791,10.275,35.124
30663,237.905,10.519,35.357
30696,238.14,10.919,35.75
30730,238.236,10.998,35.807
30763,238.294,11.022,35.807
30796,238.279,10.887,35.683
30830,238.203,10.691,35.497
30863,238.188,10.65,35.465
30896,238.172,10.673,35.505
30930,238.319,10.972,35.837
30963,238.275,11.016,35.808
30996,237.992,10.866,35.495
31030,237.649,10.695,35.152
31063,237.513,10.711,35.123
31096,237.553,10.771,35.213
