time,R,G,B
0,252.65,0.0,0.012
39,252.556,0.0,0.014
62,252.228,0.0,0.014
89,252.135,0.0,0.011
120,252.332,0.0,0.012
153,252.379,0.0,0.013
181,252.305,0.0,0.013
227,252.334,0.0,0.009
250,252.224,0.0,0.008
301,252.241,0.0,0.009
325,252.136,0.0,0.006
353,252.135,0.0,0.005
380,252.253,0.0,0.013
431,252.259,0.0,0.009
653,252.191,0.0,0.008
737,252.459,0.0,0.008
757,252.464,0.0,0.012
825,252.53,0.0,0.01
910,252.571,0.0,0.01
960,252.687,0.0,0.008
994,252.288,0.0,0.009
1025,252.086,0.0,0.008
1063,252.271,0.0,0.012
1089,252.262,0.0,0.014
1140,252.203,0.0,0.009
1145,252.23,0.0,0.013
1170,252.212,0.0,0.011
1218,252.238,0.0,0.009
1237,252.289,0.0,0.01
1285,252.292,0.0,0.011
1327,252.188,0.0,0.011
1357,252.184,0.0,0.01
1388,252.098,0.0,0.009
1416,252.113,0.0,0.011
1473,252.18,0.0,0.008
1539,252.24,0.0,0.01
1576,252.254,0.0,0.008
1655,252.467,0.0,0.012
1692,252.38,0.0,0.011
1722,252.38,0.0,0.011
1752,252.509,0.0,0.01
1757,252.524,0.0,0.01
1800,252.14,0.0,0.008
1834,252.158,0.0,0.01
1866,252.439,0.0,0.009
1897,252.444,0.0,0.01
1931,252.397,0.0,0.009
1962,252.387,0.0,0.009
1996,252.415,0.0,0.008
2027,252.423,0.0,0.006
2044,252.342,0.0,0.006
2085,252.367,0.0,0.008
2114,252.544,0.0,0.009
2167,252.394,0.0,0.011
2195,251.968,0.0,0.011
2218,251.833,0.0,0.007
2310,251.715,0.0,0.011
2319,251.73,0.0,0.012
2345,251.79,0.0,0.01
2396,251.803,0.0,0.011
2431,251.786,0.0,0.007
2445,252.113,0.0,0.009
2481,252.129,0.0,0.011
2493,252.096,0.0,0.012
2547,251.909,0.0,0.008
2587,251.901,0.0,0.007
2608,252.188,0.0,0.016
2650,252.195,0.0,0.012
2674,252.055,0.0,0.008
2679,252.078,0.0,0.008
2730,252.113,0.0,0.012
2753,252.106,0.0,0.017
2797,252.089,0.0,0.009
2817,252.085,0.0,0.009
2842,251.941,0.0,0.01
2870,251.954,0.0,0.008
2928,251.98,0.0,0.005
2949,251.995,0.0,0.012
2989,252.097,0.0,0.009
3020,252.093,0.0,0.01
3042,252.216,0.0,0.007
3089,252.215,0.0,0.008
3122,251.922,0.0,0.005
3153,251.912,0.0,0.008
3178,252.001,0.0,0.01
3232,252.011,0.0,0.008
3236,252.028,0.0,0.008
3319,252.038,0.0,0.008
3350,252.309,0.0,0.013
3406,251.903,0.0,0.011
3438,251.769,0.0,0.006
3440,251.79,0.0,0.011
3480,251.628,0.0,0.011
3506,251.7,0.0,0.008
3556,251.712,0.0,0.009
3596,251.633,0.0,0.009
3605,251.641,0.0,0.011
3660,251.869,0.0,0.009
3694,251.909,0.0,0.013
3716,251.609,0.0,0.007
3746,251.608,0.0,0.011
3776,251.607,0.0,0.009
3812,251.596,0.0,0.011
3838,251.746,0.0,0.009
3907,251.49,0.0,0.008
3910,251.532,0.0,0.008
3952,251.534,0.0,0.011
3985,251.912,0.0,0.01
4021,251.909,0.0,0.011
4051,252.024,0.0,0.01
4087,252.029,0.0,0.011
4125,251.892,0.0,0.009
4149,251.905,0.0,0.008
4183,252.001,0.0,0.01
4214,252.02,0.0,0.012
4265,251.818,0.0,0.01
4303,251.819,0.0,0.007
4338,251.745,0.0,0.01
4350,251.744,0.0,0.009
4379,251.564,0.0,0.01
4417,251.579,0.0,0.011
4443,251.554,0.0,0.007
4500,251.405,0.0,0.01
4528,251.525,0.0,0.009
4536,251.405,0.0,0.009
4590,251.201,0.0,0.011
4599,251.219,0.0,0.012
4652,251.464,0.0,0.008
4681,251.475,0.0,0.016
4703,251.181,0.0,0.007
4755,251.313,0.0,0.005
4800,251.299,0.0,0.009
4803,251.301,0.0,0.009
4865,251.283,0.0,0.009
4868,251.283,0.0,0.01
4923,251.366,0.0,0.012
4954,251.38,0.0,0.011
4986,251.425,0.0,0.01
5012,251.437,0.0,0.008
5058,251.291,0.0,0.009
5090,251.288,0.0,0.009
5113,251.477,0.0,0.009
5138,251.479,0.0,0.008
5186,251.578,0.0,0.011
5216,251.584,0.0,0.009
5241,251.532,0.0,0.011
5292,251.53,0.0,0.015
5327,251.577,0.0,0.009
5360,251.584,0.0,0.011
5401,251.403,0.0,0.008
5427,251.412,0.0,0.009
5453,251.58,0.0,0.01
5477,251.601,0.0,0.008
5526,251.624,0.0,0.006
5551,251.606,0.0,0.008
5580,251.393,0.0,0.008
5609,251.116,0.0,0.014
5661,250.757,0.0,0.012
5685,250.677,0.0,0.009
5709,250.914,0.0,0.014
5759,250.928,0.0,0.01
5788,250.87,0.0,0.014
5822,250.882,0.0,0.014
5852,250.955,0.0,0.01
5881,250.981,0.0,0.015
5925,250.877,0.0,0.01
5965,250.851,0.0,0.009
5994,250.387,0.0,0.008
6044,250.389,0.0,0.007
6074,250.868,0.0,0.012
6082,250.875,0.0,0.01
6152,250.719,0.0,0.012
6158,250.736,0.0,0.01
6201,250.611,0.0,0.012
6231,250.61,0.0,0.01
6236,250.836,0.0,0.009
6300,250.839,0.0,0.013
6306,250.807,0.0,0.01
6363,250.802,0.0,0.009
6392,250.644,0.0,0.008
6422,250.678,0.0,0.011
6455,250.902,0.0,0.008
6485,250.916,0.0,0.014
6517,250.74,0.0,0.011
6550,250.752,0.0,0.011
6582,251.013,0.0,0.012
6617,250.999,0.0,0.01
6651,250.656,0.0,0.012
6686,250.645,0.0,0.008
6729,250.683,0.0,0.011
6767,250.762,0.0,0.007
6851,250.553,0.0,0.011
6865,250.053,0.0,0.013
6892,249.885,0.0,0.011
6935,250.02,0.0,0.01
6967,250.007,0.0,0.012
6972,250.091,0.0,0.013
7041,250.06,0.0,0.01
7045,250.072,0.0,0.01
7107,250.085,0.0,0.012
7140,250.071,0.0,0.013
7181,249.915,0.0,0.01
7231,250.025,0.0,0.013
